id,firstName,lastName,birthDate,party,represents,profileText
G000592,Jared,Golden,1982-07-25,Democrat,ME,"A Representative from Maine; born in Lewiston, Androscoggin County, Maine, July 25, 1982; graduated from Leavitt Area High School, Turner, Maine, 2001; attended University of Maine, Farmington, Maine, 2001-2002; B.A., Bates College, Lewiston, Maine, 2011; United States Marines Corps, 2002-2006; staff, United States Senate Committee on Homeland Security and Governmental Affairs, 2011-2012; staff, United States Senator Susan Collins of Maine, 2013; staff, Maine state house of representatives, 2013-2014; member of the Maine state house of representatives, 2014-2019; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
R000103,Matthew,Rosendale,1960-07-07,Republican,MT,"a Representative from Montana; born in Baltimore, Md., July 7, 1960; graduated from Queen Anne&rsquo;s County High School, Centreville, Md, 1978; attended Chesapeake College, Wye Mills, Md.; sales representative; rancher; real estate developer; member of the Montana state house of representatives, 2011&ndash;2013; member of the Montana state senate, 2013&ndash;2017, majority leader, 2015&ndash;2017; Montana state auditor, 2017&ndash;2020; unsuccessful candidate for nomination to the One Hundred Fourteenth Congress in 2014; unsuccessful candidate for election to the United States Senate in 2018; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
L000590,Susie,Lee,1966-11-07,Democrat,NV,"A Representative from Nevada; born in Canton, Stark County, Ohio, November 7, 1966; graduated from McKinley High School, Canton, Ohio; B.A., Carnegie Mellon University, Pittsburgh, Pa., 1989; M.P.M., Carnegie Mellon University, Pittsburgh, Pa., 1990; nonprofit executive; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
H001038,Brian,Higgins,1959-10-06,Democrat,NY,"a Representative from New York; born in Buffalo, Erie County, N.Y., October 6, 1959; graduated from South Park High School, Buffalo, N.Y., 1978; B.A., Buffalo State College, Buffalo, N.Y., 1984; M.A., Buffalo State College, Buffalo, N.Y., 1985; M.P.A., Harvard University, Cambridge, Mass., 1996; lecturer, Buffalo State College, Buffalo, N.Y.; member of the Buffalo, N.Y. common council, 1988-1994; member of the New York state assembly, 1999-2004; elected as a Democrat to the One Hundred Ninth and to the eight succeeding Congresses (January 3, 2005-present)."
S001185,Terri,Sewell,1965-01-01,Democrat,AL,"A Representative from Alabama; born in Huntsville, Madison County, Ala., January 1, 1965; graduated from Selma High School, Selma, Ala., 1982; A.B., Princeton University, Princeton, N.J., 1986; M.A., Oxford University, Oxford, England, 1988; J.D., Harvard University, Cambridge, Mass., 1992; lawyer, private practice; elected as a Democrat to the One Hundred Twelfth and to the five succeeding Congresses (January 3, 2011-present)."
V000081,Nydia,Velázquez,1953,Democrat,NY,"a Representative from New York; born in Yabucoa, P.R., March 28, 1953; B.A., University of Puerto Rico, Rio Piedras, 1974; M.A., New York University, New York, N.Y., 1976; faculty, University of Puerto Rico, Humacao, P.R., 1976-1981; adjunct professor, Hunter College, City University of New York, N.Y., 1981-1983; staff, United States Representative Edolphus Towns of New York, 1983; member of the New York, N.Y., city council, 1984; national director, Migration Division Office, Puerto Rico department of labor and human resources, 1986-1989; director, department of Puerto Rican community affairs in the United States for the Commonwealth of Puerto Rico, 1989-1992; elected as a Democrat to the One Hundred Third and to the fourteen succeeding Congresses (January 3, 1993-present); chair, Committee on Small Business (One Hundred Tenth, One Hundred Eleventh, One Hundred Sixteenth, and One Hundred Seventeenth Congresses)."
B001300,Nanette,Barragán,1976-09-15,Democrat,CA,"a Representative from California; born in Los Angeles, Los Angeles County, California, September 15, 1976; B.A., University of California, Los Angeles, Calif., 2000; J.D., University of Southern California, Los Angeles, Calif., 2005; lawyer, private practice; member of the Hermosa Beach, Calif., city council, 2013-2015; Mayor pro tem and member of the Hermosa Beach, Calif., city council, 2015; elected as a Democrat to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
S001214,W. ,Steube,1978-05-19,Republican,FL,"a Representative from Florida; born in Bradenton, Manatee County, Fla., May 19, 1978; graduated from Southeast High School, Bradenton, Fla., 1996; B.S., University of Florida, Gainesville, 2000; J.D., University of Florida, Gainesville, Fla., 2003; United States Army, 2004-2008, Operation Iraqi Freedom, 2006-2007; member of the Florida state house of representatives, 2010-2016; member of the Florida state senate, 2016-2018; elected as a Republican to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
C001128,Connie,Conway,1950-09-25,Republican,CA,"a Representative from California; born in Bakersfield, Kern County, Calif., September 25, 1950; graduated from San Joaquin Memorial High School, Bakersfield, Calif.; attended College of the Sequoias, Visalia, Calif.; attended California State University, Fresno, Calif.; hospital wellness coordinator; marketing director; corporate district manager; director, Tulare, Calif., redevelopment agency, 1996-2001; member, Tulare County, Calif., board of supervisors, 2001-2008; chair, 2005 and 2008; president, Calif. state association of counties, 2006; member of the California state assembly, 2008-2014; minority leader, 2010-2014; executive director, United States Farm Service Agency, United States Department of Agriculture, 2019-2021; member, Calif. community college board of governors; elected as a Republican to the One Hundred Seventeenth Congress, by special election, to fill the vacancy caused by the resignation of United States Representative Devin Nunes (June 7, 2022-present)."
M001111,Patty,Murray,1950,Democrat,WA,"A Senator from Washington; born in Seattle, King County, Wash., October 11, 1950; graduated, Washington State University 1972; education volunteer 1977-1984; instructor, Shoreline Community College, Shoreline, Wash., 1984-1987; citizen lobbyist for environmental and educational issues 1983-1988; member, board of directors, Shoreline School District 1985-1989, serving as president and legislative representative for two terms; member, Washington state senate 1988-1992, Democratic whip 1990-1992; elected as a Democrat to the United States Senate in 1992; reelected in 1998, 2004, 2010, and again in 2016 for the term ending January 3, 2023; chairwoman, Democratic Senatorial Campaign Committee (2001-2003, 2011-2013); Democratic Conference secretary (2007-2017); assistant Democratic leader (2017-); chair, Committee on Veterans Affairs (One Hundred Twelfth Congress), Committee on the Budget (One Hundred Thirteenth Congress), Committee on Health, Education, Labor, and Pensions (One Hundred Seventeenth Congress)."
H001080,Debra,Haaland,1960-12-02,Democrat,NM,"a Representative from New Mexico; born in Winslow, Navajo County, Ariz., December 2, 1960; an enrolled member of the Laguna Pueblo; graduated from Highland High School, Albuquerque, N. Mex., 1978; B.A., University of New Mexico, Albuquerque, N.Mex., 1994; attended University of California, Los Angeles, Calif., 2000; J.D., University of New Mexico, Albuquerque, N. Mex., 2006; business executive; Delegate, Democratic National Convention, 2008; tribal administrator, San Felipe Pueblo, 2013-2015; chair, New Mexico Democratic Party, 2015-2017; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress until her resignation on March 16, 2021 (January 3, 2019-March 16, 2021); Secretary of the Interior in the Cabinet of President Joseph R. Biden, Jr., 2021-present."
H001081,Jahana,Hayes,1973-03-08,Democrat,CT,"a Representative from Connecticut; born in Waterbury, New Haven County, Conn., March 8, 1973; A.A., Naugatuck Valley Community College, Waterbury, Conn., 2002; B.A., Southern Connecticut State University, New Haven, Conn., 2005; M.A., University of Saint Joseph, West Hartford, Conn., 2012; attended University of Bridgeport, Bridgeport, Conn., 2014; teacher; public school administrator; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
B001301,John,Bergman,1947-02-02,Republican,MI,"A Representative from Michigan; born in Shakopee, Scott County, Minn., February 2, 1947; B.A., Gustuvus Adolphus College, St. Peter, Minn., 1969; M.B.A., University of West Florida, Pensacola, Fla., 1975; United States Marine Corps, 1969-2009; lieutenant general; commercial pilot; business owner; elected as a Republican to the One Hundred Fifteenth and to the two succeeding Congresses (January 3, 2017-present)."
S001215,Haley,Stevens,1983-06-24,Democrat,MI,"A Representative from Michigan; born in Rochester Hills, Oakland County, Mich. June 24, 1983; graduated from Seaholm Maple High School, Birmingham, Mich., 2001; B.A., American University, Washington, D.C., 2005; M.A., American University, Washington, D.C., 2007; presidential campaign aide; chief of staff, U.S. Auto Rescue Task Force, 2009-2011; business executive; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
S001184,Tim,Scott,1965,Republican,SC,"A Senator and a Representative from South Carolina; born in North Charleston, Charleston County, S.C., September 19, 1965; attended Presbyterian College, Clinton, S.C., 1983-1984; B.S., Charleston Southern University, Charleston, S.C., 1988; entrepreneur; Charleston County, S.C. council, 1995-2008; unsuccessful candidate for the South Carolina state senate in 1996; member of the South Carolina house of representatives, 2009-2010; elected as a Republican to the One Hundred Twelfth Congress, and served from January 3, 2011, to January 2, 2013, when he resigned to become a U.S. Senator; appointed January 2, 2013, to fill the vacancy caused by the resignation of James DeMint; appointment took effect upon his resignation from the House of Representatives on January 2, 2013; took the oath of office on January 3, 2013; subsequently elected as a Republican in 2014 in a special election; reelected in 2016 for the term ending January 3, 2023."
G000593,Carlos,Gimenez,1954-01-17,Republican,FL,"a Representative from Florida; born in Cuba, January 17, 1954; graduated from Christopher Columbus High School, Miami, Fla., 1972; B.P.A., Barry University, Miami Shores, Fla., 1999; attended Harvard University, Cambridge, Mass., 1993; firefighter; chief of the Miami, Fla. fire-rescue department, 1991&ndash;2000; city manager, Miami, Fla., 2000&ndash;2003; commissioner, Miami-Dade County, Fla., 2004&ndash;2011, Mayor of Miami-Dade County, Fla., 2011&ndash;2020; elected as a Republican to the One Hundred Seventeenth Congress (January 3, 2021&ndash;present)."
L000591,Elaine,Luria,1975-08-15,Democrat,VA,"a Representative from Virginia; born in Birmingham, Jefferson County, Ala., August 15, 1975; B.S., United States Naval Academy, Annapolis, Md., 1997; attended United States Naval Nuclear Power School, Goose Greek, S.C., 2000; M.S., Old Dominion University, Norfolk, Va., 2004; United States Navy, 1997-2017; small business owner; elected as a Democrat to the One Hundred Sixteenth and to the succeeding Congress (January 3, 2019-present)."
